# no y_p (polarization efficiency) factor has been applied here
# the best-fit y_p = 1.000934985
# this should be applied to TE and to EE (squared) for any comparison to ACT data
# columns (all units are uK^2):
# [ell]	[D_ell^TT]	[D_ell^TE]	[D_ell^EE]
1.360000000000000000e+02 3.624735021582327590e+03 -3.937845822512716865e+01 1.014655953428249546e+00
1.370000000000000000e+02 3.657384600406670415e+03 -3.967760296225772976e+01 1.016314477919889825e+00
1.380000000000000000e+02 3.689990793510480216e+03 -3.995933683698318362e+01 1.017525708957587316e+00
1.390000000000000000e+02 3.722544167278434543e+03 -4.022323022994263653e+01 1.018289592143611255e+00
1.400000000000000000e+02 3.755034802248496817e+03 -4.046885917773942509e+01 1.018606629318498102e+00
1.410000000000000000e+02 3.787452282530233333e+03 -4.069580562435045579e+01 1.018477890381487727e+00
1.420000000000000000e+02 3.819785685223144810e+03 -4.090365767253559426e+01 1.017905025110958928e+00
1.430000000000000000e+02 3.852023569834990667e+03 -4.109200983524706885e+01 1.016890274984865838e+00
1.440000000000000000e+02 3.884154864481338336e+03 -4.126046780497289745e+01 1.015436592223163181e+00
1.450000000000000000e+02 3.916171645289905882e+03 -4.140866276094116216e+01 1.013547985187761791e+00
1.460000000000000000e+02 3.948066612168617212e+03 -4.153623895689871404e+01 1.011229229663020535e+00
1.470000000000000000e+02 3.979832211249520242e+03 -4.164284960475146846e+01 1.008485777017984697e+00
1.480000000000000000e+02 4.011460629461023927e+03 -4.172815715193895159e+01 1.005323766643044126e+00
1.490000000000000000e+02 4.042943789100142567e+03 -4.179183355880885387e+01 1.001750038386586494e+00
1.500000000000000000e+02 4.074273342404736468e+03 -4.183356057599147704e+01 9.977721449916513441e-01
1.510000000000000000e+02 4.105440666125757161e+03 -4.185303002177432319e+01 9.933983645325858980e-01
1.520000000000000000e+02 4.136436856099486249e+03 -4.184994405947658436e+01 9.886377128516992130e-01
1.530000000000000000e+02 4.167252721819774706e+03 -4.182401547482366055e+01 9.834999559959155535e-01
1.540000000000000000e+02 4.197878781010294006e+03 -4.177496795332168489e+01 9.779956226534303187e-01
1.550000000000000000e+02 4.228305254196766327e+03 -4.170253635763207001e+01 9.721360165903639716e-01
1.560000000000000000e+02 4.258522059279209316e+03 -4.160646700494596928e+01 9.659332290874165228e-01
1.570000000000000000e+02 4.288518806104192663e+03 -4.148651794435885165e+01 9.594001513765231248e-01
1.580000000000000000e+02 4.318284791037055584e+03 -4.134245923424499125e+01 9.525504870775065580e-01
1.590000000000000000e+02 4.347808991534167035e+03 -4.117407321963202094e+01 9.453987646347333795e-01
1.600000000000000000e+02 4.377080060715157742e+03 -4.098115480957540768e+01 9.379603497537682966e-01
1.610000000000000000e+02 4.406087088124548245e+03 -4.076351163222381757e+01 9.302511306656103818e-01
1.620000000000000000e+02 4.434821969015168179e+03 -4.052096393311113331e+01 9.222865165320669467e-01
1.630000000000000000e+02 4.463277235188899795e+03 -4.025334519793408816e+01 9.140823738227324968e-01
1.640000000000000000e+02 4.491445305764188561e+03 -3.996050254866272411e+01 9.056553563655408423e-01
1.650000000000000000e+02 4.519318485273423903e+03 -3.964229702035213165e+01 8.970229162781386822e-01
1.660000000000000000e+02 4.546888961760322672e+03 -3.929860383795423218e+01 8.882033148992608540e-01
1.670000000000000000e+02 4.574148804877311704e+03 -3.892931269312961717e+01 8.792156337201080252e-01
1.680000000000000000e+02 4.601089963982913105e+03 -3.853432802105929511e+01 8.700797853157192785e-01
1.690000000000000000e+02 4.627704266239119534e+03 -3.811356927725646671e+01 8.608165242763491376e-01
