# no y_p (polarization efficiency) factor has been applied here
# the best-fit y_p = 1.005842680
# this should be applied to TE and to EE (squared) for any comparison to ACT data
# columns (all units are uK^2):
# [ell]   [D_ell^TT]      [D_ell^TE]    [D_ell^EE]
7.300000000000000000e+01 1.937385124891366104e+03 -7.072333346874690285e+00 3.287209089170070042e-01
7.400000000000000000e+01 1.963142009677241731e+03 -7.534131930490003626e+00 3.409419452672977635e-01
7.500000000000000000e+01 1.989148795538596460e+03 -8.006005551915087892e+00 3.533178099527050642e-01
7.600000000000000000e+01 2.015406630505005751e+03 -8.487781636846294830e+00 3.658421126737779194e-01
7.700000000000000000e+01 2.041913516931118465e+03 -8.979283354722904065e+00 3.785083129754729936e-01
7.800000000000000000e+01 2.068664140362976013e+03 -9.480329961180123277e+00 3.913097249863274896e-01
7.900000000000000000e+01 2.095649698404330138e+03 -9.990737140502014668e+00 4.042395221576312037e-01
8.000000000000000000e+01 2.122861527329125238e+03 -1.051029087155181152e+01 4.172901627138551062e-01
8.100000000000000000e+01 2.150303083735561813e+03 -1.103866304535235088e+01 4.304515406678449674e-01
8.200000000000000000e+01 2.177979741032944730e+03 -1.157548174968639998e+01 4.437125208477574190e-01
8.300000000000000000e+01 2.205895077261346160e+03 -1.212035629845550133e+01 4.570614837693476318e-01
8.400000000000000000e+01 2.234050774286554770e+03 -1.267287708382694156e+01 4.704863196475717602e-01
8.500000000000000000e+01 2.262446516995021284e+03 -1.323261542838075755e+01 4.839744224081904411e-01
8.600000000000000000e+01 2.291079892488814039e+03 -1.379912343725670887e+01 4.975126836993710722e-01
8.700000000000000000e+01 2.319946289280566361e+03 -1.437193385030128390e+01 5.110874869032914214e-01
8.800000000000000000e+01 2.349038796488426669e+03 -1.495055989421467224e+01 5.246847011477423495e-01
8.900000000000000000e+01 2.378350636418828799e+03 -1.553451561612268428e+01 5.382902744743494061e-01
9.000000000000000000e+01 2.407883119365419589e+03 -1.612338086205239662e+01 5.518921330335858633e-01
9.100000000000000000e+01 2.437638756740444478e+03 -1.671674626647576645e+01 5.654785701644853280e-01
9.200000000000000000e+01 2.467618776797712599e+03 -1.731419383504113085e+01 5.790376767053359019e-01
9.300000000000000000e+01 2.497823061780921307e+03 -1.791529710355801441e+01 5.925573439814114662e-01
9.400000000000000000e+01 2.528250085071982994e+03 -1.851962129698195270e+01 6.060252667927044090e-01
9.500000000000000000e+01 2.558896848339348708e+03 -1.912672348839930692e+01 6.194289464016575764e-01
9.600000000000000000e+01 2.589758818686336781e+03 -1.973615275801206081e+01 6.327556935208960009e-01
9.700000000000000000e+01 2.620829865799454637e+03 -2.034745035212268860e+01 6.459926313009590748e-01
9.800000000000000000e+01 2.652102199096728327e+03 -2.096014984211889853e+01 6.591266983180329442e-01
9.900000000000000000e+01 2.683568184706761258e+03 -2.157377670239255707e+01 6.721448385887673904e-01
1.000000000000000000e+02 2.715226225920303932e+03 -2.218784663221701692e+01 6.850345958658633494e-01
1.010000000000000000e+02 2.747075602769288253e+03 -2.280186729041844984e+01 6.977836094612472895e-01
1.020000000000000000e+02 2.779114626943706298e+03 -2.341533900525805834e+01 7.103794399170115792e-01
1.030000000000000000e+02 2.811340601725764373e+03 -2.402775492637374555e+01 7.228095742601418072e-01
1.040000000000000000e+02 2.843749781924038871e+03 -2.463860117672168215e+01 7.350614312572452125e-01
